8bdbc653-6ae5-4561-be6f-b8e8191e3059,2024-03-01 12:45:00,2024-03-01 13:12:37,Safari,19.3,NULL,Desktop,iOS,16.3,1bd31a8ef60e416ba3edd9fc9f8ee4ed,172.16.3.4,www.example.com,1080,1920
363304b5-c0b2-4895-9171-e86f82ce40a8,2024-03-01 13:00:00,2024-03-01 13:05:23,Edge,124.0.2415.69,User flow analysis,Mobile,Android,13.4,1bd31a8ef60e416ba3edd9fc9f8ee4ed,172.16.4.5,www.example.com,720,1280
997e258b-b4fb-4d75-938b-d5cc3685c4ce,2024-03-01 13:15:00,2024-03-01 13:42:18,Chrome,95.0.4472.129,Bug reproduction,Unknown,Windows NT,10.0.0,1bd31a8ef60e416ba3edd9fc9f8ee4ed,172.16.5.6,www.example.com,768,1366
b792f134-661e-4bb3-8a04-f62e8559526f,2024-03-01 13:30:00,2024-03-01 13:52:45,Mozilla,91.0.6,Performance test,Desktop,Macintosh,13_1_1,1bd31a8ef60e416ba3edd9fc9f8ee4ed,172.16.6.7,www.example.com,1080,1920
9e142c8d-3e9d-4b34-bf3e-44374d2a9b26,2024-03-01 13:45:00,2024-03-01 14:02:33,AppleWebKit,607.7,NULL,Mobile,Linux,5.19.0.7,1bd31a8ef60e416ba3edd9fc9f8ee4ed,172.16.7.8,www.example.com,720,1280
1af81360-1632-40a6-a5fd-5c6de537fe39,2024-03-01 15:15:00,2024-03-01 15:18:42,Safari,17.3,Bug reproduction,Mobile,iOS,16.3,1bd31a8ef60e416ba3edd9fc9f8ee4ed,172.16.13.14,www.example.com,720,1280
58bf955b-dc96-4977-9169-2ef3e61241fe,2024-03-01 12:15:00,2024-03-01 12:37:19,Mozilla,91.0.1,Bug reproduction,Mobile,Macintosh,13_1_1,d6b6d001d71d4c04b2d9767ff7d0ba42,172.16.1.2,www.example.com,720,1280
1a8bdec2-a200-4d79-9091-8f950d528359,2024-03-01 16:45:00,2024-03-01 17:32:51,Edge,139.0.2415.84,NULL,Mobile,Android,13.9,d6b6d001d71d4c04b2d9767ff7d0ba42,172.16.19.20,www.example.com,720,1280
b1caaf63-ed91-4ef1-ab05-3afeebaa3518,2024-03-01 17:00:00,2024-03-01 17:08:15,Chrome,90.0.4472.144,User flow analysis,Unknown,Windows NT,10.0.0,d6b6d001d71d4c04b2d9767ff7d0ba42,172.16.20.21,www.example.com,768,1366
01073faa-4318-4316-91c5-96237635231d,2024-03-01 14:45:00,2024-03-01 15:27:39,Mozilla,91.0.1,NULL,Unknown,Macintosh,13_1_1,d6b6d001d71d4c04b2d9767ff7d0ba42,172.16.11.12,www.example.com,768,1366
1c53befb-69ae-458e-891d-5c28752a0d1f,2024-03-01 14:00:00,2024-03-01 14:21:04,Safari,16.3,User flow analysis,Unknown,iOS,16.8,d6b6d001d71d4c04b2d9767ff7d0ba42,172.16.8.9,www.example.com,768,1366
058f86a9-4016-49e0-9b95-6be16cf60e0b,2024-03-01 14:15:00,2024-03-01 14:48:37,Edge,129.0.2415.74,Bug reproduction,Desktop,Android,13.9,4e7121b0ae7949e192555987dcb6e2ba,172.16.9.10,www.example.com,1080,1920
27d7803a-7a49-4bac-bca1-27a1758d4486,2024-03-01 14:30:00,2024-03-01 14:32:28,Chrome,90.0.4472.134,Performance test,Mobile,Windows NT,10.0.0,4e7121b0ae7949e192555987dcb6e2ba,172.16.10.11,www.example.com,720,1280
857dbce3-c4b9-44e6-a3fb-d9e7a42f55d9,2024-03-01 16:15:00,2024-03-01 17:03:45,AppleWebKit,617.7,Bug reproduction,Unknown,Linux,5.19.0,4e7121b0ae7949e192555987dcb6e2ba,172.16.17.18,www.example.com,768,1366
812a9c1f-a662-46f8-a2cc-9e82b776aeab,2024-03-01 16:30:00,2024-03-01 16:59:12,Safari,18.3,Performance test,Desktop,iOS,16.8,4e7121b0ae7949e192555987dcb6e2ba,172.16.18.19,www.example.com,1080,1920
61ad4a9b-3330-40e9-9532-bbd7fc1dd0a7,2024-03-01 15:00:00,2024-03-01 15:03:27,AppleWebKit,612.2,User flow analysis,Desktop,Linux,5.19.0.12,4e7121b0ae7949e192555987dcb6e2ba,172.16.12.13,www.example.com,1080,1920
b5f37185-02f6-4df8-9ab7-6131142996e6,2024-03-01 12:30:00,2024-03-01 13:15:49,AppleWebKit,602.2,Performance test,Unknown,Linux,5.19.0.2,4e7121b0ae7949e192555987dcb6e2ba,172.16.2.3,www.example.com,768,1366
f35f0921-a0f0-48d4-9f18-a392ca3684b0,2024-03-01 15:30:00,2024-03-01 16:21:13,Edge,134.0.2415.79,Performance test,Unknown,Android,13.4,4e7121b0ae7949e192555987dcb6e2ba,172.16.14.15,www.example.com,768,1366
71824811-0b8a-4f7e-9cdc-52f71d026de6,2024-03-01 15:45:00,2024-03-01 16:38:22,Chrome,95.0.4472.139,the user is navigating through a series of pages on a website.,Desktop,Windows NT,10.0.0,4e7121b0ae7949e192555987dcb6e2ba,172.16.15.16,www.example.com,1080,1920
5d3ebf9c-d425-4123-a4cd-1f8745201186,2024-03-01 16:00:00,2024-03-01 16:07:36,Mozilla,91.0.6,User flow analysis,Mobile,Macintosh,13_1_1,4e7121b0ae7949e192555987dcb6e2ba,172.16.16.17,www.example.com,720,1280
